DATAFLOW,FREQ,INDICATOR,ECONOMY_CODE,TIME_PERIOD,OBS_VALUE,UNIT,UNIT_MULT,DECIMALS,FOOTNOTE,OBS_STATUS,REF_YEAR,BASE_YEAR,DATA_SOURCE,METHODOLOGY
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,VIE,2006,-0.2,PCT,0,1,"2014-2025: Prior to 2014, data are based on the IMF's Balance of Payments Manual (fifth edition). For 2014 onward, data are based on the IMF's Balance of Payments and International Investment Position Manual (sixth edition).",A,Calendar Year,,State Bank of Viet Nam,Balance of Payment Manual 5th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,VIE,2007,-9.2,PCT,0,1,"2014-2025: Prior to 2014, data are based on the IMF's Balance of Payments Manual (fifth edition). For 2014 onward, data are based on the IMF's Balance of Payments and International Investment Position Manual (sixth edition).",A,Calendar Year,,State Bank of Viet Nam,Balance of Payment Manual 5th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,VIE,2008,-10.9,PCT,0,1,"2014-2025: Prior to 2014, data are based on the IMF's Balance of Payments Manual (fifth edition). For 2014 onward, data are based on the IMF's Balance of Payments and International Investment Position Manual (sixth edition).",A,Calendar Year,,State Bank of Viet Nam,Balance of Payment Manual 5th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,VIE,2009,-6.2,PCT,0,1,"2014-2025: Prior to 2014, data are based on the IMF's Balance of Payments Manual (fifth edition). For 2014 onward, data are based on the IMF's Balance of Payments and International Investment Position Manual (sixth edition).",A,Calendar Year,,State Bank of Viet Nam,Balance of Payment Manual 5th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,VIE,2010,-2.9,PCT,0,1,"2014-2025: Prior to 2014, data are based on the IMF's Balance of Payments Manual (fifth edition). For 2014 onward, data are based on the IMF's Balance of Payments and International Investment Position Manual (sixth edition).",A,Calendar Year,,State Bank of Viet Nam,Balance of Payment Manual 5th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,VIE,2011,0.1,PCT,0,1,"2014-2025: Prior to 2014, data are based on the IMF's Balance of Payments Manual (fifth edition). For 2014 onward, data are based on the IMF's Balance of Payments and International Investment Position Manual (sixth edition).",A,Calendar Year,,State Bank of Viet Nam,Balance of Payment Manual 5th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,VIE,2012,4.7,PCT,0,1,"2014-2025: Prior to 2014, data are based on the IMF's Balance of Payments Manual (fifth edition). For 2014 onward, data are based on the IMF's Balance of Payments and International Investment Position Manual (sixth edition).",A,Calendar Year,,State Bank of Viet Nam,Balance of Payment Manual 5th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,VIE,2013,3.6,PCT,0,1,"2014-2025: Prior to 2014, data are based on the IMF's Balance of Payments Manual (fifth edition). For 2014 onward, data are based on the IMF's Balance of Payments and International Investment Position Manual (sixth edition).",A,Calendar Year,,State Bank of Viet Nam,Balance of Payment Manual 5th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,VIE,2014,3.7,PCT,0,1,"2014-2025: Prior to 2014, data are based on the IMF's Balance of Payments Manual (fifth edition). For 2014 onward, data are based on the IMF's Balance of Payments and International Investment Position Manual (sixth edition).",B,Calendar Year,,State Bank of Viet Nam,Balance of Payment Manual 6th Edition
ADB:DF_GLOB_BOP(1.0),A,BCA_BP6_XGDP_PS,VIE,2015,-0.686615143,PCT,0,1,"2014-2025: Prior to 2014, data are based on the IMF's Balance of Payments Manual (fifth edition). For 2014 onward, data are based on the IMF's Balance of Payments and International Investment Position Manual (sixth edition).",A,Calendar Year,,State Bank of Viet Nam,Balance of Payment Manual 6th Edition
